"","GHC-017_output_filtered.bam","JHC-001_output_filtered.bam"
"PVP01_1231300",8,26
"PVP01_0111500",1,23
"PVP01_1442700",13,56
"PVP01_0100700",3,14
"PVP01_0400100",0,0
"PVP01_1319200",52,376
"PVP01_0738000",0,0
"PVP01_1452300",76,565
"PVP01_1205700",16,41
"PVP01_1226400",56,271
"PVP01_1470200",4,15
"PVP01_0717500",37,192
"PVP01_0926700",61,311
"PVP01_1134400",15,85
"PVP01_0524100",3,12
"PVP01_0603000",61,386
"PVP01_0509500",140,878
"PVP01_1034200",0,0
"PVP01_1330200",13,42
"PVP01_0606700",46,153
"PVP01_1225400",36,138
"PVP01_0501700",20,120
"PVP01_0000760",0,0
"PVP01_0505300",34,165
"PVP01_0209500",1,13
"PVP01_0810200",19,71
"PVP01_0004940",0,0
"PVP01_0104000",17,151
"PVP01_0205700",20,88
"PVP01_1214300",318,1688
"PVP01_1149100",0,0
"PVP01_0309700",8,42
"PVP01_0007200",0,0
"PVP01_0938700",69,299
"PVP01_0619800",4,16
"PVP01_0838500",26,83
"PVP01_1237600",7,19
"PVP01_1447800",0,7
"PVP01_0811300",12,42
"PVP01_0519200",11,77
"PVP01_0314000",187,1045
"PVP01_1004100",42,70
"PVP01_1207600",27,67
"PVP01_1105500",1,1
"PVP01_0117000",1200,11142
"PVP01_0900900",61,208
"PVP01_0819800",306,2176
"PVP01_0600100",5,21
"PVP01_0623000",156,922
"PVP01_1458800",26,132
"PVP01_1444500",10,41
"PVP01_0622800",107,596
"PVP01_0310200",51,219
"PVP01_1116900",29,190
"PVP01_0818600",19,71
"PVP01_0220900",0,0
"PVP01_0903400",23,81
"PVP01_1439200",13,49
"PVP01_0221700",0,0
"PVP01_1141800",20,103
"PVP01_0504900",80,455
"PVP01_1216500",30,118
"PVP01_0005190",0,0
"PVP01_0000840",0,0
"PVP01_1414100",4,21
"PVP01_0308900",60,303
"PVP01_0903300",1,9
"PVP01_1425900",125,542
"PVP01_0600500",3,24
"PVP01_0706000",14,49
"PVP01_1260300",110,640
"PVP01_0706800",27,178
"PVP01_1459200",2,11
"PVP01_1149500",0,0
"PVP01_0008750",0,0
"PVP01_0708100",6,47
"PVP01_0715400",914,4887
"PVP01_0213900",11,30
"PVP01_1026300",8,41
"PVP01_1335300",69,346
"PVP01_0007590",0,0
"PVP01_1203800",63,319
"PVP01_0610900",2,10
"PVP01_1428500",19,121
"PVP01_0111950",2,34
"PVP01_0423700",0,0
"PVP01_0008350",0,0
"PVP01_1413400",33,57
"PVP01_1229900",11,76
"PVP01_0517300",47,149
"PVP01_0919200",59,396
"PVP01_0003960",0,0
"PVP01_0113400",18,97
"PVP01_1470100",2,28
"PVP01_0004520",0,0
"PVP01_0008110",0,0
"PVP01_0313600",25,174
"PVP01_1461400",29,73
"PVP01_1211300",22,83
"PVP01_1346400",87,474
"PVP01_1147600",6,5
"PVP01_1455100",65,279
"PVP01_1010600",163,1144
"PVP01_0805300",20,56
"PVP01_0920000",242,855
"PVP01_1453100",13,19
"PVP01_0208800",31,198
"PVP01_1443300",85,561
"PVP01_1222500",109,652
"PVP01_0813300",100,667
"PVP01_0814900",99,253
"PVP01_0001290",0,0
"PVP01_1437100",24,127
"PVP01_0516800",20,97
"PVP01_0006830",0,0
"PVP01_1029600",13,33
"PVP01_1263600",12,54
"PVP01_0835000",7,30
"PVP01_0117400",241,2050
"PVP01_0400600",33,143
"PVP01_0802000",4,10
"PVP01_1006300",198,798
"PVP01_1129200",11,46
"PVP01_1402500",4,10
"PVP01_0009260",0,0
"PVP01_0530900",2,1
"PVP01_1116800",188,1313
"PVP01_0835200",81,388
"PVP01_0811600",36,206
"PVP01_0000980",0,0
"PVP01_0600300",12,49
"PVP01_0221000",0,0
"PVP01_1116100",1,5
"PVP01_1030400",16,72
"PVP01_0931300",114,548
"PVP01_1214500",8,51
"PVP01_1031500",9,107
"PVP01_0005050",0,0
"PVP01_1226900",36,132
"PVP01_0008930",0,0
"PVP01_0709500",44,254
"PVP01_1113500",14,62
"PVP01_1461600",107,379
"PVP01_0006340",0,0
"PVP01_0611400",166,764
"PVP01_1461200",676,3045
"PVP01_1452200",102,497
"PVP01_1435100",4,18
"PVP01_0609700",110,508
"PVP01_0839200",4,36
"PVP01_1463700",23,64
"PVP01_0007830",0,0
"PVP01_1144000",1,5
"PVP01_0930000",95,303
"PVP01_1326400",11,44
"PVP01_0930100",82,433
"PVP01_0826300",10,17
"PVP01_0003830",0,0
"PVP01_1258900",30,140
"PVP01_0000490",0,0
"PVP01_0215000",58,342
"PVP01_API04900",0,0
"PVP01_0802700",11,59
"PVP01_0506200",126,591
"PVP01_1336400",18,87
"PVP01_1308400",28,156
"PVP01_API04700",0,0
"PVP01_1324500",0,15
"PVP01_0200700",1,19
"PVP01_API01300",0,0
"PVP01_1222000",2,48
"PVP01_1136400",3,22
"PVP01_1313900",63,340
"PVP01_0514200",65,348
"PVP01_0117900",21,36
"PVP01_0008220",0,0
"PVP01_0525200",9,42
"PVP01_1429500",16,88
"PVP01_0421600",3,7
"PVP01_1311700",23,92
"PVP01_0001200",0,0
"PVP01_1424800",31,120
"PVP01_0212900",26,96
"PVP01_0310600",14,55
"PVP01_0611700",0,2
"PVP01_1401800",8,19
"PVP01_0910800",14,87
"PVP01_1035100",0,0
"PVP01_0213000",33,150
"PVP01_1334600",39,282
"PVP01_1244400",124,513
"PVP01_0119100",0,0
"PVP01_1218700",3,11
"PVP01_0526700",12,53
"PVP01_0413300",21,117
"PVP01_0010930",0,0
"PVP01_0519500",453,3116
"PVP01_1006500",39,192
"PVP01_0943000",77,331
"PVP01_0415600",0,27
"PVP01_1032600",0,11
"PVP01_1300600",1,9
"PVP01_1444000",729,5461
"PVP01_0805400",12,42
"PVP01_0812600",12,48
"PVP01_1125800",3,25
"PVP01_0947900",0,0
"PVP01_0612500",0,5
"PVP01_0000390",0,0
"PVP01_1270100",48,195
"PVP01_1213800",1,2
"PVP01_1453200",8,44
"PVP01_0008870",0,0
"PVP01_0716800",25,109
"PVP01_1139700",4,35
"PVP01_1339200",22,110
"PVP01_1423600",2,60
"PVP01_1419400",36,191
"PVP01_0725100",75,387
"PVP01_0003200",0,0
"PVP01_0008040",0,0
"PVP01_0709400",128,559
"PVP01_0709300",30,97
"PVP01_1318500",1,6
"PVP01_0009140",0,0
"PVP01_1022100",13,67
"PVP01_1229700",7,25
"PVP01_0423500",0,0
"PVP01_0111900",16,167
"PVP01_0725300",16,99
"PVP01_1140000",4,49
"PVP01_1003100",0,4
"PVP01_0009380",0,0
"PVP01_1305000",30,105
"PVP01_1142800",9,73
"PVP01_1345800",169,1413
"PVP01_0101700",37,146
"PVP01_0827400",0,4
"PVP01_0604100",88,434
"PVP01_1234700",21,105
"PVP01_0218600",0,0
"PVP01_0521500",65,391
"PVP01_1144200",17,65
"PVP01_0940900",27,117
"PVP01_0009340",0,0
"PVP01_0621100",20,28
"PVP01_1220900",72,281
"PVP01_0010000",0,0
"PVP01_0809100",7,31
"PVP01_0010070",0,0
"PVP01_0727900",67,306
"PVP01_0702100",70,296
"PVP01_0416800",21,116
"PVP01_1109000",55,387
"PVP01_1259400",34,96
"PVP01_0214400",18,69
"PVP01_0925400",53,280
"PVP01_0526600",21,115
"PVP01_0534100",0,0
"PVP01_1145400",4,29
"PVP01_0531400",1,15
"PVP01_1432700",109,395
"PVP01_1455400",6,47
"PVP01_1430200",12,89
"PVP01_1300300",59,162
"PVP01_0927700",11,48
"PVP01_0310100",47,316
"PVP01_1127000",33,183
"PVP01_0601300",0,12
"PVP01_1335200",5,20
"PVP01_0922300",37,154
"PVP01_0006150",0,0
"PVP01_0614000",1,13
"PVP01_1233500",101,409
"PVP01_1025300",67,303
"PVP01_0408200",4,34
"PVP01_0506700",9,53
"PVP01_1217200",132,814
"PVP01_1436700",57,210
"PVP01_1431400",17,35
"PVP01_1118200",6,20
"PVP01_1248600",80,367
"PVP01_1463400",68,329
"PVP01_0411800",149,869
"PVP01_0112900",35,177
"PVP01_1200600",27,77
"PVP01_0731000",30,190
"PVP01_0822800",119,688
"PVP01_1430900",22,108
"PVP01_0936800",2,38
"PVP01_1213500",0,0
"PVP01_API04100",0,0
"PVP01_0505900",48,173
"PVP01_0006900",0,0
"PVP01_0002250",0,0
"PVP01_1463800",19,52
"PVP01_API01600",0,0
"PVP01_0830300",135,693
"PVP01_0109300",70,434
"PVP01_0607100",64,188
"PVP01_0002890",0,0
"PVP01_1147300",1,8
"PVP01_0009100",0,0
"PVP01_1011500",1076,5039
"PVP01_0735500",22,108
"PVP01_0207500",57,272
"PVP01_0411000",5,72
"PVP01_0623900",6,44
"PVP01_0211900",92,566
"PVP01_0216900",31,174
"PVP01_1331600",16,74
"PVP01_0002950",0,0
"PVP01_0814300",36,301
"PVP01_0907500",3,33
"PVP01_API00100",0,0
"PVP01_0817400",8,29
"PVP01_0005210",0,0
"PVP01_1101000",222,1711
"PVP01_0402600",4,24
"PVP01_0809500",4,13
"PVP01_1241200",140,704
"PVP01_0923200",143,573
"PVP01_0930300",12,73
"PVP01_0704800",45,159
"PVP01_1146500",59,557
"PVP01_1434500",99,467
"PVP01_0908200",2,19
"PVP01_0922400",86,453
"PVP01_0838800",127,839
"PVP01_0002130",0,0
"PVP01_1210300",7,7
"PVP01_0006390",0,0
"PVP01_0622900",106,727
"PVP01_0511200",48,215
"PVP01_1316700",21,93
"PVP01_1237300",18,49
"PVP01_0507800",87,394
"PVP01_0937200",453,1447
"PVP01_1456900",19,50
"PVP01_0300300",29,67
"PVP01_1440500",13,69
"PVP01_1214600",0,1
"PVP01_1462800",18,41
"PVP01_API03800",0,0
"PVP01_0006500",0,0
"PVP01_1439500",30,150
"PVP01_1424100",2,11
"PVP01_0002630",0,0
"PVP01_0831500",245,2179
"PVP01_1141700",18,106
"PVP01_0510300",20,186
"PVP01_1210600",8,24
"PVP01_1441300",109,500
"PVP01_1442800",27,112
"PVP01_0507000",1,8
"PVP01_1114100",2,6
"PVP01_1446200",4,33
"PVP01_0617500",36,104
"PVP01_1221000",17,51
"PVP01_0724100",1,2
"PVP01_0948100",0,0
"PVP01_1234000",13,42
"PVP01_1467900",48,141
"PVP01_0903200",27,214
"PVP01_1459400",21,70
"PVP01_1451900",3,14
"PVP01_1429400",49,163
"PVP01_0615600",78,295
"PVP01_1331900",42,267
"PVP01_0504500",32,113
"PVP01_1342000",9,19
"PVP01_1233000",37,102
"PVP01_1308700",7,16
"PVP01_1104500",27,122
"PVP01_API04200",0,0
"PVP01_0421200",44,186
"PVP01_1347200",0,0
"PVP01_0201400",4,11
"PVP01_0735800",0,0
"PVP01_0616700",4,67
"PVP01_0918500",93,364
"PVP01_1256700",80,211
"PVP01_1472800",0,0
"PVP01_0715800",170,550
"PVP01_1025900",35,105
"PVP01_0911100",59,306
"PVP01_1232600",37,180
"PVP01_0201800",25,102
"PVP01_1327000",7,60
"PVP01_1109900",106,441
"PVP01_0820700",1,9
"PVP01_0419500",39,151
"PVP01_0107400",216,1072
"PVP01_0417800",91,320
"PVP01_1212100",7,48
"PVP01_0916200",681,4401
"PVP01_0311500",8,28
"PVP01_1222900",36,134
"PVP01_0502700",2,16
"PVP01_0828000",47,202
"PVP01_0503700",13,33
"PVP01_0418900",47,361
"PVP01_0822400",36,174
"PVP01_0004900",0,0
"PVP01_0808200",110,452
"PVP01_0420500",2,54
"PVP01_0122000",0,0
"PVP01_0733100",58,394
"PVP01_0719800",35,111
"PVP01_0923000",72,290
"PVP01_0605100",2,14
"PVP01_0008800",0,0
"PVP01_0727300",1,546
"PVP01_1321800",33,209
"PVP01_0934800",26,66
"PVP01_0918900",73,258
"PVP01_0003950",0,0
"PVP01_0735400",2,0
"PVP01_1330900",49,141
"PVP01_1446400",51,232
"PVP01_0001330",0,0
"PVP01_1425700",55,218
"PVP01_1028500",12,98
"PVP01_0202800",116,961
"PVP01_1433700",49,265
"PVP01_1416000",44,189
"PVP01_1266300",2,30
"PVP01_0318600",2,10
"PVP01_0319300",0,10
"PVP01_1221600",67,323
"PVP01_0003880",0,0
"PVP01_0721000",21,49
"PVP01_0002830",0,0
"PVP01_0009430",0,0
"PVP01_0800300",13,250
"PVP01_0713800",48,153
"PVP01_0003290",0,0
"PVP01_0000950",0,0
"PVP01_1472700",0,0
"PVP01_1316800",18,56
"PVP01_1457400",23,94
"PVP01_0112700",2,20
"PVP01_1024000",19,120
"PVP01_0115600",13,28
"PVP01_0700200",2,7
"PVP01_0010090",0,0
"PVP01_1460100",7,12
"PVP01_1460200",7,51
"PVP01_1218400",5,72
"PVP01_1408700",1,21
"PVP01_1122700",47,228
"PVP01_1463000",88,543
"PVP01_0838100",21,93
"PVP01_0833000",1,3
"PVP01_1113000",86,566
"PVP01_0801600",145,1110
"PVP01_1027100",17,109
"PVP01_1227900",16,94
"PVP01_1244800",1,32
"PVP01_0002120",0,0
"PVP01_0721100",23,78
"PVP01_1427600",42,266
"PVP01_1445000",21,93
"PVP01_1420200",10,60
"PVP01_1266100",36,149
"PVP01_0007020",0,0
"PVP01_1342900",34,166
"PVP01_1456100",0,4
"PVP01_0003750",0,0
"PVP01_1125200",14,38
"PVP01_0416100",28,95
"PVP01_1244200",43,258
"PVP01_1303300",42,223
"PVP01_1420800",32,189
"PVP01_1004700",15,53
"PVP01_1106100",17,72
"PVP01_1419200",70,287
"PVP01_1258100",10,46
"PVP01_1107100",28,131
"PVP01_0004160",0,0
"PVP01_1134300",13,62
"PVP01_0508400",11,84
"PVP01_1109600",90,327
"PVP01_0925000",20,92
"PVP01_0611800",77,435
"PVP01_1136800",1,28
"PVP01_0113600",46,195
"PVP01_1024300",50,179
"PVP01_1223900",15,89
"PVP01_1312300",8,75
"PVP01_0506800",108,443
"PVP01_0720800",41,259
"PVP01_1220800",93,396
"PVP01_MIT02100",0,0
"PVP01_1126300",40,217
"PVP01_0320300",214,1681
"PVP01_0606100",21,112
"PVP01_1307400",5,14
"PVP01_0724000",4,4
"PVP01_1121100",6,41
"PVP01_0001270",0,0
"PVP01_1006800",82,573
"PVP01_1415000",40,140
"PVP01_0820100",28,131
"PVP01_0006210",0,0
"PVP01_1110100",18,114
"PVP01_0507700",17,39
"PVP01_1250200",8,11
"PVP01_1115200",33,121
"PVP01_1247600",2,5
"PVP01_1430100",69,243
"PVP01_0421100",4,65
"PVP01_0527200",26,81
"PVP01_1238800",117,702
"PVP01_0008330",0,0
"PVP01_1272000",0,0
"PVP01_0839700",0,0
"PVP01_0006750",0,0
"PVP01_0102300",2,24
"PVP01_1460300",1,6
"PVP01_1268800",0,1
"PVP01_1116500",4,27
"PVP01_1006700",46,209
"PVP01_0911000",75,448
"PVP01_1345100",4,15
"PVP01_1460600",20,85
"PVP01_0005300",0,0
"PVP01_0006290",0,0
"PVP01_1019400",47,150
"PVP01_0717400",3,32
"PVP01_1006400",6,52
"PVP01_0009620",0,0
"PVP01_0003810",0,0
"PVP01_0516400",4,54
"PVP01_1305500",6,21
"PVP01_1206900",17,152
"PVP01_0730900",9,63
"PVP01_0005825",0,0
"PVP01_1100300",3,4
"PVP01_1144900",83,402
"PVP01_0104800",106,426
"PVP01_0915900",18,114
"PVP01_0701000",44,110
"PVP01_1146400",90,377
"PVP01_0927100",60,211
"PVP01_1269700",4,4
"PVP01_1321300",5,79
"PVP01_1230800",36,57
"PVP01_0532800",0,0
"PVP01_0009840",0,0
"PVP01_0212500",5,37
"PVP01_0808400",118,487
"PVP01_1346300",0,0
"PVP01_0612600",0,5
"PVP01_0004060",0,0
"PVP01_1010900",111,354
"PVP01_0500100",0,1
"PVP01_0526000",1,5
"PVP01_0946100",0,0
"PVP01_0527000",55,313
"PVP01_0417300",38,213
"PVP01_1400700",7,36
"PVP01_0907000",39,105
"PVP01_1117400",3,10
"PVP01_1404500",8,5
"PVP01_1119100",20,111
"PVP01_1458300",118,341
"PVP01_API01900",0,0
"PVP01_0705400",1,10
"PVP01_1212600",167,961
"PVP01_1325600",111,470
"PVP01_1005600",36,106
"PVP01_0513400",30,214
"PVP01_1259300",52,254
"PVP01_0009020",0,0
"PVP01_0004580",0,0
"PVP01_0010750",0,0
"PVP01_0823100",3,37
"PVP01_0949700",0,0
"PVP01_0010290",0,0
"PVP01_0505500",3,25
"PVP01_0733200",2,62
"PVP01_0613800",5,69
"PVP01_0000750",0,0
"PVP01_0301600",21,72
"PVP01_1034800",0,0
"PVP01_0005880",0,0
"PVP01_1324100",20,57
"PVP01_0607700",12,99
"PVP01_1345300",4,9
"PVP01_0821000",29,264
"PVP01_1338000",26,82
"PVP01_0009630",0,0
"PVP01_0416700",48,280
"PVP01_0000300",0,0
"PVP01_0108100",2,6
"PVP01_0908100",342,1984
"PVP01_0721600",2,6
"PVP01_0810300",75,325
"PVP01_0517000",34,168
"PVP01_0738200",0,0
"PVP01_1302900",3,14
"PVP01_1253900",49,180
"PVP01_1261800",118,612
"PVP01_0007110",0,0
"PVP01_0944800",0,0
"PVP01_0511000",78,553
"PVP01_1145500",106,528
"PVP01_0803400",23,96
"PVP01_1265500",13,71
"PVP01_1000900",8,24
"PVP01_0216700",19,32
"PVP01_0940000",6,18
"PVP01_1015800",25,131
"PVP01_0711800",7,27
"PVP01_0840500",0,0
"PVP01_0529300",254,1117
"PVP01_1418100",155,946
"PVP01_1406300",53,206
"PVP01_0010790",0,0
"PVP01_API01800",0,0
"PVP01_0420900",14,72
"PVP01_1332700",74,314
"PVP01_0839500",0,0
"PVP01_0007620",0,0
"PVP01_1337500",54,173
"PVP01_0216000",404,1473
"PVP01_0902300",3,30
"PVP01_0005140",0,0
"PVP01_0315000",16,121
"PVP01_1000500",29,121
"PVP01_1241100",35,151
"PVP01_0925600",21,76
"PVP01_1012300",0,2
"PVP01_1338600",643,3156
"PVP01_1005000",19,94
"PVP01_0617000",25,144
"PVP01_0003580",0,0
"PVP01_0303800",4,5
"PVP01_1244600",17,88
"PVP01_1472600",0,0
"PVP01_1427400",4,15
"PVP01_0913300",25,128
"PVP01_1261300",29,229
"PVP01_0008400",0,0
"PVP01_1456200",52,212
"PVP01_1223100",17,124
"PVP01_0212800",38,185
"PVP01_0420000",4,18
"PVP01_1472400",1,0
"PVP01_0707900",30,152
"PVP01_0301300",6,1
"PVP01_0810500",25,89
"PVP01_1132900",53,209
"PVP01_1000700",39,164
"PVP01_0119300",0,0
"PVP01_1416900",7,64
"PVP01_1412000",28,111
"PVP01_API05500",0,0
"PVP01_0603700",2,7
"PVP01_0003620",0,0
"PVP01_0006220",0,0
"PVP01_1012100",8,30
"PVP01_0217600",0,0
"PVP01_1450100",56,217
"PVP01_1334800",9,32
"PVP01_0736000",0,0
"PVP01_0000190",0,0
"PVP01_0314800",23,136
"PVP01_1031300",466,2374
"PVP01_0814000",39,179
"PVP01_0717200",19,98
"PVP01_1322400",8,39
"PVP01_0805100",16,13
"PVP01_1323300",0,4
"PVP01_0010400",0,0
"PVP01_0001820",0,0
"PVP01_0939400",311,2302
"PVP01_0008180",0,0
"PVP01_1341100",36,161
"PVP01_0523900",20,63
"PVP01_0210200",4,34
"PVP01_1305800",62,258
"PVP01_0303300",18,136
"PVP01_1261500",1,2
"PVP01_1424200",16,81
"PVP01_1224200",11,47
"PVP01_1424000",0,0
"PVP01_1130400",215,1146
"PVP01_1029900",144,1034
"PVP01_1333200",78,336
"PVP01_1200200",1,4
"PVP01_1143500",7,20
"PVP01_0308500",14,97
"PVP01_1135100",15,84
"PVP01_1222600",19,77
"PVP01_0710200",61,427
"PVP01_0009600",0,0
"PVP01_0531100",38,240
"PVP01_0316600",28,166
"PVP01_0305900",8,36
"PVP01_0938800",81,339
"PVP01_1408300",118,600
"PVP01_1311200",7,63
"PVP01_0911400",24,78
"PVP01_0106600",1,20
"PVP01_1228400",11,69
"PVP01_0002980",0,0
"PVP01_0004650",0,0
"PVP01_0313400",53,278
"PVP01_1139000",18,90
"PVP01_1110300",125,619
"PVP01_0007170",0,0
"PVP01_0004340",0,0
"PVP01_1025100",85,548
"PVP01_0607500",0,4
"PVP01_0722800",77,732
"PVP01_1139300",149,438
"PVP01_0006060",0,0
"PVP01_1444600",49,219
"PVP01_0912400",57,249
"PVP01_0217300",10,28
"PVP01_1142900",106,618
"PVP01_1307300",253,875
"PVP01_0834400",262,2182
"PVP01_0948700",0,0
"PVP01_1215800",4,34
"PVP01_1110700",49,209
"PVP01_1444900",21,114
"PVP01_1117000",49,157
"PVP01_1211900",343,1846
"PVP01_1267000",100,623
"PVP01_1427200",85,548
"PVP01_1248700",3,14
"PVP01_0524900",3,4
"PVP01_0006270",0,0
"PVP01_0716500",20,61
"PVP01_0008740",0,0
"PVP01_0216500",4,5
"PVP01_0938400",2,3
"PVP01_1205000",4,31
"PVP01_0000610",0,0
"PVP01_1238100",15,46
"PVP01_1464500",21,69
"PVP01_0928200",104,421
"PVP01_1271000",7,28
"PVP01_0113500",29,139
"PVP01_1228200",12,52
"PVP01_0704500",37,117
"PVP01_1455200",149,728
"PVP01_0400700",36,281
"PVP01_1258300",7,29
"PVP01_1408200",69,248
"PVP01_0421300",3,1
"PVP01_0001280",0,0
"PVP01_0000690",0,0
"PVP01_1001400",0,13
"PVP01_0009610",0,0
"PVP01_0813800",29,102
"PVP01_1145700",28,71
"PVP01_1253800",247,1217
"PVP01_0827000",1,19
"PVP01_0607800",31,177
"PVP01_0204400",55,193
"PVP01_0002970",0,0
"PVP01_0001090",0,0
"PVP01_0500300",0,8
"PVP01_0001450",0,0
"PVP01_0215500",5,15
"PVP01_1103400",0,9
"PVP01_1405600",64,287
"PVP01_1418000",179,522
"PVP01_1400100",0,0
"PVP01_0215200",56,391
"PVP01_0120900",0,0
"PVP01_0916400",62,280
"PVP01_1141600",204,1041
"PVP01_1459300",44,207
"PVP01_0006560",0,0
"PVP01_0000540",0,0
"PVP01_0508800",89,524
"PVP01_1119200",310,932
"PVP01_1255200",94,247
"PVP01_0001700",0,0
"PVP01_1413300",18,58
"PVP01_1020800",3,17
"PVP01_0904800",296,2476
"PVP01_0937600",3,10
"PVP01_1029800",11,15
"PVP01_0938500",3,7
"PVP01_0519100",20,122
"PVP01_1118400",70,213
"PVP01_1113700",601,5048
"PVP01_0937900",0,0
"PVP01_1210100",63,330
"PVP01_0720600",42,252
"PVP01_0003110",0,0
"PVP01_1252500",105,974
"PVP01_0534300",0,0
"PVP01_1111300",12,78
"PVP01_1102500",57,284
"PVP01_0009030",0,0
"PVP01_1426500",22,118
"PVP01_1343400",282,1075
"PVP01_0005870",0,0
"PVP01_0507900",28,145
"PVP01_1258000",12,46
"PVP01_0008250",0,0
"PVP01_0000160",0,0
"PVP01_0007780",0,0
"PVP01_0206100",3,17
"PVP01_0211600",39,446
"PVP01_1215900",9,38
"PVP01_0109900",84,316
"PVP01_0834800",13,58
"PVP01_0102900",0,9
"PVP01_0002100",0,0
"PVP01_0721200",48,176
"PVP01_0703000",13,571
"PVP01_1257300",30,145
"PVP01_0008610",0,0
"PVP01_0001370",0,0
"PVP01_1407300",2,7
"PVP01_0938600",56,214
"PVP01_MIT02900",1,5
"PVP01_0406800",9,39
"PVP01_0921100",67,422
"PVP01_0307600",0,16
"PVP01_0311300",7,24
"PVP01_1264800",3,20
"PVP01_0206700",178,869
"PVP01_1324900",0,0
"PVP01_1017900",102,645
"PVP01_1319700",2,10
"PVP01_0726700",51,261
"PVP01_0705000",3,15
"PVP01_0529200",14,26
"PVP01_1260400",17,50
"PVP01_1101600",12,30
"PVP01_1271900",0,0
"PVP01_0001230",0,0
"PVP01_1019200",181,603
"PVP01_1144600",15,42
"PVP01_0606800",18,62
"PVP01_0728900",181,915
"PVP01_0312400",1,3
"PVP01_1452500",10,34
"PVP01_0932600",155,616
"PVP01_0607300",4,8
"PVP01_0206800",20,114
"PVP01_1334100",6,33
"PVP01_0514800",15,39
"PVP01_0913700",3,31
"PVP01_1303000",47,278
"PVP01_0714500",11,61
"PVP01_1124000",87,209
"PVP01_1100100",2,13
"PVP01_1436900",109,470
"PVP01_1420700",63,258
"PVP01_0001640",0,0
"PVP01_0305500",5,21
"PVP01_1439400",19,51
"PVP01_1317200",168,1346
"PVP01_0121500",0,0
"PVP01_0218100",0,0
"PVP01_0905400",29,167
"PVP01_0011090",0,0
"PVP01_0532700",0,0
"PVP01_0010850",0,0
"PVP01_0004970",0,0
"PVP01_1210500",15,81
"PVP01_0003090",0,0
"PVP01_1236400",5,20
"PVP01_MIT02200",2,5
"PVP01_1204300",40,66
"PVP01_0827800",16,90
"PVP01_0939100",5,20
"PVP01_0005030",0,0
"PVP01_0729500",18,162
"PVP01_0403300",16,48
"PVP01_0936500",130,545
"PVP01_1470500",6,15
"PVP01_0939600",19,50
"PVP01_0605800",74,450
"PVP01_0002870",0,0
"PVP01_1406100",84,350
"PVP01_0216600",2,26
"PVP01_0611000",0,4
"PVP01_1208900",48,186
"PVP01_0006080",0,0
"PVP01_1338700",195,1013
"PVP01_0832000",8,43
"PVP01_1415200",13,98
"PVP01_1016100",17,99
"PVP01_0005780",0,0
"PVP01_1147700",10,21
"PVP01_0001220",0,0
"PVP01_1118800",64,261
"PVP01_1208400",360,1578
"PVP01_1253100",18,75
"PVP01_0841000",0,0
"PVP01_0004380",0,0
"PVP01_1242600",20,104
"PVP01_0604300",3,16
"PVP01_1405800",47,197
"PVP01_1140600",59,291
"PVP01_0414700",37,285
"PVP01_1272200",0,0
"PVP01_0410200",3,12
"PVP01_1006600",26,58
"PVP01_0819500",6,88
"PVP01_0831300",36,210
"PVP01_1126200",90,338
"PVP01_0907700",0,3
"PVP01_0410100",14,83
"PVP01_1015600",2,7
"PVP01_0000270",0,0
"PVP01_1426200",49,345
"PVP01_1452700",154,670
"PVP01_1217600",23,102
"PVP01_1469400",834,5069
"PVP01_0008500",0,0
"PVP01_1405300",30,169
"PVP01_0418300",6,6
"PVP01_0003410",0,0
"PVP01_0813600",43,175
"PVP01_0701200",94,495
"PVP01_0315100",61,355
"PVP01_0008010",0,0
"PVP01_1300900",1,1
"PVP01_1441500",52,171
"PVP01_1274200",0,0
"PVP01_0946600",0,0
"PVP01_0004770",0,0
"PVP01_1303400",7,68
"PVP01_1031800",155,861
"PVP01_0009350",0,0
"PVP01_0001650",0,0
"PVP01_0615800",7,39
"PVP01_1216300",12,41
"PVP01_1033100",0,25
"PVP01_0826000",1,14
"PVP01_0833400",5,58
"PVP01_1412600",38,162
"PVP01_1201200",36,146
"PVP01_1211400",74,371
"PVP01_1129600",27,148
"PVP01_0805000",49,192
"PVP01_1439000",91,441
"PVP01_0914300",19,51
"PVP01_0003300",0,0
"PVP01_0000170",0,0
"PVP01_1312900",38,188
"PVP01_0934500",10,36
"PVP01_0002620",0,0
"PVP01_1462200",49,199
"PVP01_0734800",3,36
"PVP01_0604600",5,25
"PVP01_1430000",51,156
"PVP01_0010020",0,0
"PVP01_0917700",7,9
"PVP01_0000100",0,0
"PVP01_1013300",3,14
"PVP01_0825200",51,292
"PVP01_0946400",0,0
"PVP01_1204600",32,286
"PVP01_0411500",43,379
"PVP01_0005640",0,0
"PVP01_1122800",14,101
"PVP01_0004050",0,0
"PVP01_0929100",40,116
"PVP01_0528100",1,2
"PVP01_0801200",22,140
"PVP01_0112100",114,476
"PVP01_1143900",0,14
"PVP01_1401500",5,10
"PVP01_0001040",0,0
"PVP01_0001830",0,0
"PVP01_0010240",0,0
"PVP01_1015200",170,830
"PVP01_0007390",0,0
"PVP01_0305400",1,5
"PVP01_0916900",24,81
"PVP01_1134100",0,8
"PVP01_0510900",67,317
"PVP01_0003470",0,0
"PVP01_1406900",86,423
"PVP01_0108400",3,10
"PVP01_1464900",67,344
"PVP01_0219900",0,0
"PVP01_1436800",20,68
"PVP01_1273100",0,0
"PVP01_1020200",86,253
"PVP01_1249200",59,412
